recipe_id,key,value,unit
6493,Protein,3.7,g
6493,Carbohydrates,21.6,g
6493,Fiber,3.6,g
6493,Fat,4.1,g
6493,Cholesterol,0,mg
6493,Sodium,3.5,mg
6494,Energy,83,cal
6494,Protein,2.1,g
6494,Carbohydrates,12.6,g
6494,Fiber,2.1,g
6494,Fat,3,g
6494,Cholesterol,0,mg
6494,Sodium,3.5,mg
6495,Energy,30,cal
6495,Protein,0.3,g
6495,Carbohydrates,6.6,g
6495,Fiber,0,g
6495,Fat,0.3,g
6495,Cholesterol,0,mg
6495,Sodium,0,mg
6497,Energy,798,cal
6497,Protein,0,g
6497,Carbohydrates,119.3,g
6497,Fiber,0,g
6497,Fat,34,g
6497,Cholesterol,105,mg
6497,Sodium,346.9,mg
6498,Energy,65,cal
6498,Protein,1.1,g
6498,Carbohydrates,5.9,g
6498,Fiber,0,g
6498,Fat,5.4,g
6498,Cholesterol,0,mg
6498,Sodium,0.4,mg
6499,Energy,69,cal
6499,Protein,2.2,g
6499,Carbohydrates,14.7,g
6499,Fiber,0.1,g
6499,Fat,0.2,g
6499,Cholesterol,0,mg
6499,Sodium,63.9,mg
6500,Energy,79,cal
6500,Protein,2.6,g
6500,Carbohydrates,14.2,g
6500,Fiber,0.1,g
6500,Fat,1,g
6500,Cholesterol,2.1,mg
6500,Sodium,4.2,mg
6501,Energy,46,cal
6501,Protein,1,g
6501,Carbohydrates,7.5,g
6501,Fiber,0,g
6501,Fat,1.3,g
6501,Cholesterol,0,mg
6501,Sodium,0.7,mg
6502,Energy,206,cal
6502,Protein,2.5,g
6502,Carbohydrates,18.8,g
6502,Fiber,3,g
6502,Fat,15.5,g
6502,Cholesterol,0,mg
6502,Sodium,295.1,mg
6503,Energy,206,cal
6503,Protein,2.5,g
6503,Carbohydrates,18.8,g
6503,Fiber,3,g
6503,Fat,15.5,g
6503,Cholesterol,0,mg
6503,Sodium,295.1,mg
6504,Energy,206,cal
6504,Protein,2.5,g
6504,Carbohydrates,18.8,g
6504,Fiber,3,g
6504,Fat,15.5,g
6504,Cholesterol,0,mg
6504,Sodium,295.1,mg
6505,Energy,206,cal
6505,Protein,2.5,g
6505,Carbohydrates,18.8,g
6505,Fiber,3,g
6505,Fat,15.5,g
6505,Cholesterol,0,mg
6505,Sodium,295.1,mg
6506,Energy,80,cal
6506,Protein,2.1,g
6506,Carbohydrates,14,g
6506,Fiber,2.3,g
6506,Fat,1.8,g
6506,Cholesterol,0,mg
6506,Sodium,5.8,mg
6507,Energy,66,cal
6507,Protein,2.1,g
6507,Carbohydrates,12.1,g
6507,Fiber,2,g
6507,Fat,1,g
6507,Cholesterol,0,mg
6507,Sodium,8.3,mg
6508,Energy,66,cal
6508,Protein,2.1,g
6508,Carbohydrates,12.1,g
6508,Fiber,2,g
6508,Fat,1,g
6508,Cholesterol,0,mg
6508,Sodium,8.3,mg
6509,Energy,75,cal
6509,Protein,0.7,g
6509,Carbohydrates,6.8,g
6509,Fiber,0.4,g
6509,Fat,5.1,g
6509,Cholesterol,0,mg
6509,Sodium,1,mg
6510,Energy,316,cal
6510,Protein,6.8,g
6510,Carbohydrates,35.3,g
6510,Fiber,0.1,g
6510,Fat,13.2,g
6510,Cholesterol,21.3,mg
6510,Sodium,26.1,mg
6511,Energy,655,cal
6511,Protein,9.7,g
6511,Carbohydrates,86,g
6511,Fiber,3.8,g
6511,Fat,32,g
6511,Cholesterol,0,mg
6511,Sodium,11.9,mg
6512,Energy,326,cal
6512,Protein,4.8,g
6512,Carbohydrates,42.5,g
6512,Fiber,1.9,g
6512,Fat,16,g
6512,Cholesterol,0,mg
6512,Sodium,5.9,mg
6513,Energy,122,cal
6513,Protein,1.1,g
6513,Carbohydrates,17.5,g
6513,Fiber,0.5,g
6513,Fat,5.4,g
6513,Cholesterol,0,mg
6513,Sodium,2,mg
6514,Energy,122,cal
6514,Protein,1.1,g
6514,Carbohydrates,17.5,g
6514,Fiber,0.5,g
6514,Fat,5.4,g
6514,Cholesterol,0,mg
6514,Sodium,2,mg
6515,Energy,122,cal
6515,Protein,1.7,g
6515,Carbohydrates,11.9,g
6515,Fiber,0.7,g
6515,Fat,7.8,g
6515,Cholesterol,0,mg
6515,Sodium,2.7,mg
6516,Energy,122,cal
6516,Protein,1.7,g
6516,Carbohydrates,11.9,g
6516,Fiber,0.7,g
6516,Fat,7.8,g
6516,Cholesterol,0,mg
6516,Sodium,2.7,mg
6517,Energy,137,cal
6517,Protein,1.9,g
6517,Carbohydrates,11.2,g
6517,Fiber,1.3,g
6517,Fat,9.7,g
6517,Cholesterol,0,mg
6517,Sodium,3.8,mg
6518,Energy,104,cal
6518,Protein,2.5,g
6518,Carbohydrates,17.5,g
6518,Fiber,1,g
6518,Fat,2.7,g
6518,Cholesterol,0,mg
6518,Sodium,3,mg
6519,Energy,104,cal
6519,Protein,2.5,g
6519,Carbohydrates,17.5,g
6519,Fiber,1,g
6519,Fat,2.7,g
6519,Cholesterol,0,mg
6519,Sodium,3,mg
6521,Energy,138,cal
6521,Protein,4.2,g
6521,Carbohydrates,3.8,g
6521,Fiber,0.7,g
6521,Fat,11.8,g
6521,Cholesterol,0,mg
6521,Sodium,0,mg
6522,Energy,54,cal
6522,Protein,3.9,g
6522,Carbohydrates,9.4,g
6522,Fiber,0,g
6522,Fat,0.1,g
6522,Cholesterol,0,mg
6522,Sodium,56.2,mg
6523,Energy,54,cal
6523,Protein,3.9,g
6523,Carbohydrates,9.4,g
6523,Fiber,0,g
6523,Fat,0.1,g
6523,Cholesterol,0,mg
6523,Sodium,56.2,mg
6524,Energy,190,cal
6524,Protein,5.2,g
6524,Carbohydrates,22.3,g
6524,Fiber,0.4,g
6524,Fat,8.3,g
6524,Cholesterol,4,mg
6524,Sodium,4.9,mg
6525,Energy,190,cal
6525,Protein,5.2,g
6525,Carbohydrates,22.3,g
6525,Fiber,0.4,g
6525,Fat,8.3,g
6525,Cholesterol,4,mg
6525,Sodium,4.9,mg
6526,Energy,94,cal
6526,Protein,0.2,g
6526,Carbohydrates,22.7,g
6526,Fiber,0.4,g
6526,Fat,0.2,g
6526,Cholesterol,0,mg
6526,Vitamin A,0,mcg
6526,Vitamin B1,0,mg
6526,Vitamin B2,0,mg
6526,Vitamin B3,0,mg
6526,Vitamin C,9.8,mg
6526,Folic Acid,0,mcg
6526,Calcium,17.5,mg
6526,Iron,0.1,mg
6526,Magnesium,0,mg
6526,Phosphorus,0,mg
6526,Sodium,0,mg
6526,Potassium,67.5,mg
6526,Zinc,0,mg
6527,Energy,412,cal
6527,Protein,4.9,g
6527,Carbohydrates,95.2,g
6527,Fiber,7.7,g
6527,Fat,1.4,g
6527,Cholesterol,0,mg
6527,Sodium,31.7,mg
6531,Energy,165,cal
6531,Protein,4.5,g
6531,Carbohydrates,17.3,g
6531,Fiber,4.9,g
6531,Fat,8.6,g
6531,Cholesterol,0,mg
6531,Vitamin A,3239,mcg
6531,Vitamin B1,0.2,mg
6531,Vitamin B2,0.2,mg
6531,Vitamin B3,1.2,mg
6531,Vitamin C,33.6,mg
6531,Folic Acid,98.5,mcg
6531,Calcium,89.1,mg
6531,Iron,1.9,mg
6531,Magnesium,0,mg
6531,Phosphorus,0,mg
6531,Sodium,48.9,mg
6531,Potassium,346.2,mg
6531,Zinc,0.6,mg
6532,Energy,104,cal
6532,Protein,3.8,g
6532,Carbohydrates,12.5,g
6532,Fiber,4.1,g
6532,Fat,4.3,g
6532,Cholesterol,0,mg
6532,Vitamin A,3034.6,mcg
6532,Vitamin B1,0.1,mg
6532,Vitamin B2,0.2,mg
6532,Vitamin B3,0.9,mg
6532,Vitamin C,23.8,mg
6532,Folic Acid,84.7,mcg
6532,Calcium,64.2,mg
6532,Iron,2.2,mg
6532,Magnesium,0,mg
6532,Phosphorus,0,mg
6532,Sodium,39.5,mg
6532,Potassium,264.2,mg
6532,Zinc,0.4,mg
6533,Energy,163,cal
6533,Protein,5.4,g
6533,Carbohydrates,21.1,g
6533,Fiber,5.8,g
6533,Fat,6.4,g
6533,Cholesterol,0,mg
6533,Sodium,51.3,mg
6534,Energy,163,cal
6534,Protein,5.4,g
6534,Carbohydrates,21.1,g
6534,Fiber,5.8,g
6534,Fat,6.4,g
6534,Cholesterol,0,mg
6534,Sodium,51.3,mg
6535,Energy,163,cal
6535,Protein,5.4,g
6535,Carbohydrates,21.1,g
6535,Fiber,5.8,g
6535,Fat,6.4,g
6535,Cholesterol,0,mg
6535,Sodium,51.3,mg
6536,Energy,163,cal
6536,Protein,5.4,g
6536,Carbohydrates,21.1,g
6536,Fiber,5.8,g
6536,Fat,6.4,g
6536,Cholesterol,0,mg
6536,Sodium,51.3,mg
6537,Energy,163,cal
6537,Protein,5.4,g
6537,Carbohydrates,21.1,g
6537,Fiber,5.8,g
6537,Fat,6.4,g
6537,Cholesterol,0,mg
6537,Sodium,51.3,mg
6538,Energy,66,cal
6538,Protein,0.3,g
6538,Carbohydrates,1.5,g
6538,Fiber,0,g
6538,Fat,6.6,g
6538,Cholesterol,0,mg
6538,Sodium,5,mg
6539,Energy,22,cal
6539,Protein,0.4,g
6539,Carbohydrates,1.9,g
6539,Fiber,0.6,g
6539,Fat,1.4,g
6539,Cholesterol,0,mg
6539,Sodium,4,mg
6540,Energy,20,cal
6540,Protein,0,g
6540,Carbohydrates,5,g
6540,Fiber,0,g
6540,Fat,0,g
6540,Cholesterol,0,mg
6540,Sodium,2713.1,mg
6541,Energy,20,cal
6541,Protein,0,g
6541,Carbohydrates,5,g
6541,Fiber,0,g
6541,Fat,0,g
6541,Cholesterol,0,mg
6541,Sodium,2713.1,mg
6542,Energy,197,cal
6542,Protein,4.6,g
6542,Carbohydrates,27,g
6542,Fiber,4.4,g
6542,Fat,8.2,g
6542,Cholesterol,0,mg
6542,Sodium,3.7,mg
6545,Energy,30,cal
6545,Protein,1.7,g
6545,Carbohydrates,4.8,g
6545,Fiber,1.2,g
6545,Fat,0.4,g
6545,Cholesterol,0,mg
6545,Vitamin A,10.3,mcg
6545,Vitamin B1,0,mg
6545,Vitamin B2,0,mg
6545,Vitamin B3,0.2,mg
6545,Vitamin C,0.1,mg
6545,Folic Acid,11.8,mcg
6545,Calcium,4.5,mg
6545,Iron,0.4,mg
6545,Magnesium,0,mg
6545,Phosphorus,0,mg
6545,Sodium,5.9,mg
6545,Potassium,57.6,mg
6545,Zinc,0.1,mg
6546,Energy,135,cal
6546,Protein,5.1,g
6546,Carbohydrates,16.6,g
6546,Fiber,2.7,g
6546,Fat,5.4,g
6546,Cholesterol,0,mg
6546,Sodium,9.9,mg
6547,Energy,10,cal
6547,Protein,0,g
6547,Carbohydrates,0,g
6547,Fiber,0,g
6547,Fat,1.1,g
6547,Cholesterol,0,mg
6547,Sodium,387.6,mg
6548,Energy,10,cal
6548,Protein,0,g
6548,Carbohydrates,0,g
6548,Fiber,0,g
6548,Fat,1.1,g
6548,Cholesterol,0,mg
6548,Sodium,387.6,mg
6549,Energy,10,cal
6549,Protein,0,g
6549,Carbohydrates,0,g
6549,Fiber,0,g
6549,Fat,1.1,g
6549,Cholesterol,0,mg
6549,Sodium,387.6,mg
6550,Energy,28,cal
6550,Protein,1.3,g
6550,Carbohydrates,3.5,g
6550,Fiber,0.7,g
6550,Fat,0.9,g
6550,Cholesterol,0,mg
6550,Sodium,2.9,mg
6551,Energy,28,cal
6551,Protein,1.3,g
6551,Carbohydrates,3.5,g
6551,Fiber,0.7,g
6551,Fat,0.9,g
6551,Cholesterol,0,mg
6551,Sodium,2.9,mg
6553,Energy,417,cal
6553,Protein,4.7,g
6553,Carbohydrates,36.4,g
6553,Fiber,10,g
6553,Fat,28.2,g
6553,Cholesterol,0,mg
6553,Sodium,28.7,mg
6554,Energy,185,cal
6554,Protein,4.4,g
6554,Carbohydrates,24.3,g
6554,Fiber,4.2,g
6554,Fat,8.2,g
6554,Cholesterol,0,mg
6554,Sodium,1.5,mg
6555,Energy,185,cal
6555,Protein,4.4,g
6555,Carbohydrates,24.3,g
6555,Fiber,4.2,g
6555,Fat,8.2,g
6555,Cholesterol,0,mg
6555,Sodium,1.5,mg
6556,Energy,185,cal
6556,Protein,4.4,g
6556,Carbohydrates,24.3,g
6556,Fiber,4.2,g
6556,Fat,8.2,g
6556,Cholesterol,0,mg
6556,Sodium,1.5,mg
6557,Energy,185,cal
6557,Protein,4.4,g
6557,Carbohydrates,24.3,g
6557,Fiber,4.2,g
6557,Fat,8.2,g
6557,Cholesterol,0,mg
6557,Sodium,1.5,mg
6558,Energy,185,cal
6558,Protein,4.4,g
6558,Carbohydrates,24.3,g
6558,Fiber,4.2,g
6558,Fat,8.2,g
6558,Cholesterol,0,mg
6558,Sodium,1.5,mg
6559,Energy,185,cal
6559,Protein,4.4,g
6559,Carbohydrates,24.3,g
6559,Fiber,4.2,g
6559,Fat,8.2,g
6559,Cholesterol,0,mg
6559,Sodium,1.5,mg
6560,Energy,185,cal
6560,Protein,4.4,g
6560,Carbohydrates,24.3,g
6560,Fiber,4.2,g
6560,Fat,8.2,g
6560,Cholesterol,0,mg
6560,Sodium,1.5,mg
6561,Energy,185,cal
6561,Protein,4.4,g
6561,Carbohydrates,24.3,g
6561,Fiber,4.2,g
6561,Fat,8.2,g
6561,Cholesterol,0,mg
6561,Sodium,1.5,mg
6562,Energy,185,cal
6562,Protein,4.4,g
6562,Carbohydrates,24.3,g
6562,Fiber,4.2,g
6562,Fat,8.2,g
6562,Cholesterol,0,mg
6562,Sodium,1.5,mg
6563,Energy,188,cal
6563,Protein,5.2,g
6563,Carbohydrates,17.6,g
6563,Fiber,0.1,g
6563,Fat,7.9,g
6563,Cholesterol,19.2,mg
6563,Sodium,22.9,mg
6564,Energy,531,cal
6564,Protein,17.1,g
6564,Carbohydrates,78.1,g
6564,Fiber,6.1,g
6564,Fat,18.4,g
6564,Cholesterol,14.7,mg
6564,Vitamin A,3434,mcg
6564,Vitamin B1,0.2,mg
6564,Vitamin B2,0.3,mg
6564,Vitamin B3,1.9,mg
6564,Vitamin C,57.6,mg
6564,Folic Acid,59.2,mcg
6564,Calcium,213.8,mg
6564,Iron,10.8,mg
6564,Magnesium,0,mg
6564,Phosphorus,0,mg
6564,Sodium,594.8,mg
6564,Potassium,172.8,mg
6564,Zinc,0.6,mg
6565,Energy,531,cal
6565,Protein,17.1,g
6565,Carbohydrates,78.1,g
6565,Fiber,6.1,g
6565,Fat,18.4,g
6565,Cholesterol,14.7,mg
6565,Vitamin A,3434,mcg
6565,Vitamin B1,0.2,mg
6565,Vitamin B2,0.3,mg
6565,Vitamin B3,1.9,mg
6565,Vitamin C,57.6,mg
6565,Folic Acid,59.2,mcg
6565,Calcium,213.8,mg
6565,Iron,10.8,mg
6565,Magnesium,0,mg
6565,Phosphorus,0,mg
6565,Sodium,594.8,mg
6565,Potassium,172.8,mg
6565,Zinc,0.6,mg
6567,Energy,114,cal
6567,Protein,1.1,g
6567,Carbohydrates,26.8,g
6567,Fiber,1.9,g
6567,Fat,0.4,g
6567,Cholesterol,0,mg
6567,Sodium,5.9,mg
6568,Energy,504,cal
6568,Protein,3.6,g
6568,Carbohydrates,108.4,g
6568,Fiber,9.1,g
6568,Fat,2,g
6568,Cholesterol,0.6,mg
6568,Sodium,51.7,mg
6569,Energy,156,cal
6569,Protein,2.5,g
6569,Carbohydrates,29.2,g
6569,Fiber,2.3,g
6569,Fat,3.3,g
6569,Cholesterol,0,mg
6569,Sodium,3.7,mg
6570,Energy,85,cal
6570,Protein,0.8,g
6570,Carbohydrates,8.6,g
6570,Fiber,1.2,g
6570,Fat,5.3,g
6570,Cholesterol,0,mg
6570,Sodium,0.7,mg
6571,Energy,153,cal
6571,Protein,2,g
6571,Carbohydrates,18.1,g
6571,Fiber,2.5,g
6571,Fat,7.8,g
6571,Cholesterol,1.6,mg
6571,Sodium,2.5,mg
6573,Energy,64,cal
6573,Protein,1.9,g
6573,Carbohydrates,4.3,g
6573,Fiber,2.2,g
6573,Fat,4.4,g
6573,Cholesterol,0,mg
6573,Sodium,50.7,mg
6574,Energy,64,cal
6574,Protein,1.9,g
6574,Carbohydrates,4.3,g
6574,Fiber,2.2,g
6574,Fat,4.4,g
6574,Cholesterol,0,mg
6574,Sodium,50.7,mg
6575,Energy,64,cal
6575,Protein,1.9,g
6575,Carbohydrates,4.3,g
6575,Fiber,2.2,g
6575,Fat,4.4,g
6575,Cholesterol,0,mg
6575,Sodium,50.7,mg
6578,Energy,109,cal
6578,Protein,1.5,g
6578,Carbohydrates,8.4,g
6578,Fiber,4.2,g
6578,Fat,7.7,g
6578,Cholesterol,0,mg
6578,Vitamin A,631.4,mcg
6578,Vitamin B1,0.1,mg
6578,Vitamin B2,0.1,mg
6578,Vitamin B3,0.8,mg
6578,Vitamin C,21.4,mg
6578,Folic Acid,22.7,mcg
6578,Calcium,32.5,mg
6578,Iron,0.5,mg
6578,Magnesium,0,mg
6578,Phosphorus,0,mg
6578,Sodium,8.6,mg
6578,Potassium,192.7,mg
6578,Zinc,0.3,mg
6579,Energy,112,cal
6579,Protein,1.4,g
6579,Carbohydrates,9.4,g
6579,Fiber,4.5,g
6579,Fat,7.7,g
6579,Cholesterol,0,mg
6579,Sodium,5,mg
6580,Energy,112,cal
6580,Protein,1.4,g
6580,Carbohydrates,9.4,g
6580,Fiber,4.5,g
6580,Fat,7.7,g
6580,Cholesterol,0,mg
6580,Sodium,5,mg
6581,Energy,93,cal
6581,Protein,2.3,g
6581,Carbohydrates,5.3,g
6581,Fiber,1.8,g
6581,Fat,7.1,g
6581,Cholesterol,12.6,mg
6581,Vitamin A,357.5,mcg
6581,Vitamin B1,0.1,mg
6581,Vitamin B2,0.1,mg
6581,Vitamin B3,0.3,mg
6581,Vitamin C,20.6,mg
6581,Folic Acid,29.9,mcg
6581,Calcium,36.1,mg
6581,Iron,1.1,mg
6581,Magnesium,0,mg
6581,Phosphorus,0,mg
6581,Sodium,214.8,mg
6581,Potassium,104.7,mg
6581,Zinc,0.3,mg
6584,Energy,159,cal
6584,Protein,4.1,g
6584,Carbohydrates,18.2,g
6584,Fiber,2.6,g
6584,Fat,7.7,g
6584,Cholesterol,0,mg
6584,Vitamin A,130.9,mcg
6584,Vitamin B1,0,mg
6584,Vitamin B2,0,mg
6584,Vitamin B3,0.4,mg
6584,Vitamin C,3.3,mg
6584,Folic Acid,2.6,mcg
6584,Calcium,11,mg
6584,Iron,0.9,mg
6584,Magnesium,0,mg
6584,Phosphorus,0,mg
6584,Sodium,4.3,mg
6584,Potassium,48.2,mg
6584,Zinc,0.1,mg
6585,Energy,208,cal
6585,Protein,4.3,g
6585,Carbohydrates,27,g
6585,Fiber,5.2,g
6585,Fat,9.2,g
6585,Cholesterol,0,mg
6585,Vitamin A,219.1,mcg
6585,Vitamin B1,0.1,mg
6585,Vitamin B2,0.1,mg
6585,Vitamin B3,1.2,mg
6585,Vitamin C,36.6,mg
6585,Folic Acid,7.9,mcg
6585,Calcium,40.8,mg
6585,Iron,1.3,mg
6585,Magnesium,0,mg
6585,Phosphorus,0,mg
6585,Sodium,32.2,mg
6585,Potassium,163.8,mg
6585,Zinc,0.6,mg
6586,Energy,208,cal
6586,Protein,4.3,g
6586,Carbohydrates,27,g
6586,Fiber,5.2,g
6586,Fat,9.2,g
6586,Cholesterol,0,mg
6586,Vitamin A,219.1,mcg
6586,Vitamin B1,0.1,mg
6586,Vitamin B2,0.1,mg
6586,Vitamin B3,1.2,mg
6586,Vitamin C,36.6,mg
6586,Folic Acid,7.9,mcg
6586,Calcium,40.8,mg
6586,Iron,1.3,mg
6586,Magnesium,0,mg
6586,Phosphorus,0,mg
6586,Sodium,32.2,mg
6586,Potassium,163.8,mg
6586,Zinc,0.6,mg
6587,Energy,208,cal
6587,Protein,4.3,g
6587,Carbohydrates,27,g
6587,Fiber,5.2,g
6587,Fat,9.2,g
6587,Cholesterol,0,mg
6587,Vitamin A,219.1,mcg
6587,Vitamin B1,0.1,mg
6587,Vitamin B2,0.1,mg
6587,Vitamin B3,1.2,mg
6587,Vitamin C,36.6,mg
6587,Folic Acid,7.9,mcg
6587,Calcium,40.8,mg
6587,Iron,1.3,mg
6587,Magnesium,0,mg
6587,Phosphorus,0,mg
6587,Sodium,32.2,mg
6587,Potassium,163.8,mg
6587,Zinc,0.6,mg
6588,Energy,208,cal
6588,Protein,4.3,g
6588,Carbohydrates,27,g
6588,Fiber,5.2,g
6588,Fat,9.2,g
6588,Cholesterol,0,mg
6588,Vitamin A,219.1,mcg
6588,Vitamin B1,0.1,mg
6588,Vitamin B2,0.1,mg
6588,Vitamin B3,1.2,mg
6588,Vitamin C,36.6,mg
6588,Folic Acid,7.9,mcg
6588,Calcium,40.8,mg
6588,Iron,1.3,mg
6588,Magnesium,0,mg
6588,Phosphorus,0,mg
6588,Sodium,32.2,mg
6588,Potassium,163.8,mg
6588,Zinc,0.6,mg
6589,Energy,208,cal
6589,Protein,4.3,g
6589,Carbohydrates,27,g
6589,Fiber,5.2,g
6589,Fat,9.2,g
6589,Cholesterol,0,mg
6589,Vitamin A,219.1,mcg
6589,Vitamin B1,0.1,mg
6589,Vitamin B2,0.1,mg
6589,Vitamin B3,1.2,mg
6589,Vitamin C,36.6,mg
6589,Folic Acid,7.9,mcg
6589,Calcium,40.8,mg
6589,Iron,1.3,mg
6589,Magnesium,0,mg
6589,Phosphorus,0,mg
6589,Sodium,32.2,mg
6589,Potassium,163.8,mg
6589,Zinc,0.6,mg
6592,Energy,70,cal
6592,Protein,0.2,g
6592,Carbohydrates,1.2,g
6592,Fiber,0.1,g
6592,Fat,7.2,g
6592,Cholesterol,0,mg
6592,Sodium,48.6,mg
6593,Energy,44,cal
6593,Protein,0,g
6593,Carbohydrates,1.4,g
6593,Fiber,0,g
6593,Fat,4.3,g
6593,Cholesterol,0,mg
6593,Vitamin A,38.6,mcg
6593,Vitamin B1,0,mg
6593,Vitamin B2,0,mg
6593,Vitamin B3,0,mg
6593,Vitamin C,0,mg
6593,Folic Acid,0,mcg
6593,Calcium,0,mg
6593,Iron,0,mg
6593,Magnesium,0,mg
6593,Phosphorus,0,mg
6593,Sodium,0,mg
6593,Potassium,0,mg
6593,Zinc,0,mg
6594,Energy,225,cal
6594,Protein,8,g
6594,Carbohydrates,11.6,g
6594,Fiber,3.5,g
6594,Fat,16.4,g
6594,Cholesterol,0.1,mg
6594,Vitamin A,973.1,mcg
6594,Vitamin B1,-0.2,mg
6594,Vitamin B2,-0.4,mg
6594,Vitamin B3,-0.1,mg
6594,Vitamin C,62.6,mg
6594,Folic Acid,13.6,mcg
6594,Calcium,280.6,mg
6594,Iron,1.1,mg
6594,Magnesium,0,mg
6594,Phosphorus,0,mg
6594,Sodium,8.5,mg
6594,Potassium,132.6,mg
6594,Zinc,0.4,mg
6595,Energy,79,cal
6595,Protein,2,g
6595,Carbohydrates,10.1,g
6595,Fiber,1.9,g
6595,Fat,4,g
6595,Cholesterol,0,mg
6595,Vitamin A,393.1,mcg
6595,Vitamin B1,0.2,mg
6595,Vitamin B2,0.1,mg
6595,Vitamin B3,0.5,mg
6595,Vitamin C,47.9,mg
6595,Folic Acid,24.7,mcg
6595,Calcium,24.5,mg
6595,Iron,0.7,mg
6595,Magnesium,0,mg
6595,Phosphorus,0,mg
6595,Sodium,4.4,mg
6595,Potassium,134.7,mg
6595,Zinc,0.3,mg
6596,Energy,54,cal
6596,Protein,1.8,g
6596,Carbohydrates,6.1,g
6596,Fiber,1.9,g
6596,Fat,2.8,g
6596,Cholesterol,0,mg
6596,Vitamin A,468.1,mcg
6596,Vitamin B1,0.2,mg
6596,Vitamin B2,0.1,mg
6596,Vitamin B3,0.6,mg
6596,Vitamin C,63.1,mg
6596,Folic Acid,30,mcg
6596,Calcium,32,mg
6596,Iron,1,mg
6596,Magnesium,0,mg
6596,Phosphorus,0,mg
6596,Sodium,3.8,mg
6596,Potassium,131.4,mg
6596,Zinc,0.2,mg
6597,Energy,54,cal
6597,Protein,1.8,g
6597,Carbohydrates,6.1,g
6597,Fiber,1.9,g
6597,Fat,2.8,g
6597,Cholesterol,0,mg
6597,Vitamin A,468.1,mcg
6597,Vitamin B1,0.2,mg
6597,Vitamin B2,0.1,mg
6597,Vitamin B3,0.6,mg
6597,Vitamin C,63.1,mg
6597,Folic Acid,30,mcg
6597,Calcium,32,mg
6597,Iron,1,mg
6597,Magnesium,0,mg
6597,Phosphorus,0,mg
6597,Sodium,3.8,mg
6597,Potassium,131.4,mg
6597,Zinc,0.2,mg
6598,Energy,96,cal
6598,Protein,0.1,g
6598,Carbohydrates,0.4,g
6598,Fiber,0.1,g
6598,Fat,10.5,g
6598,Cholesterol,30.4,mg
6598,Sodium,100.4,mg
6599,Energy,15,cal
6599,Protein,0.8,g
6599,Carbohydrates,1,g
6599,Fiber,0,g
6599,Fat,0.8,g
6599,Cholesterol,2.9,mg
6599,Sodium,35.7,mg
6600,Energy,189,cal
6600,Protein,30.8,g
6600,Carbohydrates,17.2,g
6600,Fiber,1.4,g
6600,Fat,10,g
6600,Cholesterol,0,mg
6600,Vitamin A,249,mcg
6600,Vitamin B1,0.1,mg
6600,Vitamin B2,0.1,mg
6600,Vitamin B3,0.4,mg
6600,Vitamin C,0,mg
6600,Folic Acid,9.6,mcg
6600,Calcium,169.4,mg
6600,Iron,1,mg
6600,Magnesium,0,mg
6600,Phosphorus,0,mg
6600,Sodium,52.2,mg
6600,Potassium,53.8,mg
6600,Zinc,0.4,mg
6601,Energy,71,cal
6601,Protein,0.2,g
6601,Carbohydrates,6,g
6601,Fiber,0.1,g
6601,Fat,6.1,g
6601,Cholesterol,0,mg
6601,Sodium,123.3,mg
6602,Energy,71,cal
6602,Protein,0.2,g
6602,Carbohydrates,6,g
6602,Fiber,0.1,g
6602,Fat,6.1,g
6602,Cholesterol,0,mg
6602,Sodium,123.3,mg
6606,Energy,108,cal
6606,Protein,1.9,g
6606,Carbohydrates,13.2,g
6606,Fiber,0,g
6606,Fat,5,g
6606,Cholesterol,14.6,mg
6606,Sodium,45.3,mg
6607,Energy,90,cal
6607,Protein,5.8,g
6607,Carbohydrates,0.5,g
6607,Fiber,0,g
6607,Fat,6.9,g
6607,Cholesterol,4.6,mg
6607,Sodium,11.8,mg
6610,Energy,278,cal
6610,Protein,7.3,g
6610,Carbohydrates,28.7,g
6610,Fiber,0.7,g
6610,Fat,11,g
6610,Cholesterol,26.7,mg
6610,Sodium,38.1,mg
6611,Energy,91,cal
6611,Protein,3.9,g
6611,Carbohydrates,14.7,g
6611,Fiber,1.9,g
6611,Fat,1.8,g
6611,Cholesterol,2.5,mg
6611,Vitamin A,47.7,mcg
6611,Vitamin B1,0.1,mg
6611,Vitamin B2,0,mg
6611,Vitamin B3,0.7,mg
6611,Vitamin C,0.1,mg
6611,Folic Acid,19.4,mcg
6611,Calcium,19.9,mg
6611,Iron,1.1,mg
6611,Magnesium,0,mg
6611,Phosphorus,0,mg
6611,Sodium,16.4,mg
6611,Potassium,118.3,mg
6611,Zinc,0.5,mg
6612,Energy,702,cal
6612,Protein,10.5,g
6612,Carbohydrates,70.6,g
6612,Fiber,6.2,g
6612,Fat,41.2,g
6612,Cholesterol,30,mg
6612,Vitamin A,619,mcg
6612,Vitamin B1,0.2,mg
6612,Vitamin B2,0.1,mg
6612,Vitamin B3,2.4,mg
6612,Vitamin C,0.1,mg
6612,Folic Acid,35.8,mcg
6612,Calcium,66.6,mg
6612,Iron,1.5,mg
6612,Magnesium,0,mg
6612,Phosphorus,0,mg
6612,Sodium,108.7,mg
6612,Potassium,246.8,mg
6612,Zinc,1.4,mg
6613,Energy,27,cal
6613,Protein,0.9,g
6613,Carbohydrates,5.8,g
6613,Fiber,0,g
6613,Fat,0.1,g
6613,Cholesterol,0,mg
